81763;0:0:0,!,0.00000,0.00000,0.00;25.6,101633,-26;0.55,0.18,9.36,27.1,5.50,-1.97,0.42;9,-501,-519;25.25,25.25,25.25,25.25
84080;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.54,0.20,9.32,27.2,5.68,-1.91,0.60;13,-501,-520;25.25,25.25,25.25,25.00
86405;0:0:0,!,0.00000,0.00000,0.00;25.6,101621,-25;0.54,0.25,9.36,27.3,5.68,-1.91,0.42;9,-502,-519;25.25,25.25,25.25,25.00
88734;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.63,0.22,9.35,27.2,5.44,-1.74,0.48;13,-501,-518;25.00,25.25,25.25,25.00
91059;0:0:0,!,0.00000,0.00000,0.00;25.6,101633,-26;0.55,0.23,9.26,27.1,5.62,-1.85,0.48;12,-504,-519;25.25,25.25,25.25,25.00
93377;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.52,0.25,9.38,27.1,5.74,-1.68,0.48;13,-505,-519;25.00,25.25,25.25,25.00
95695;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.62,0.24,9.34,27.1,5.56,-1.79,0.48;14,-504,-521;25.00,25.25,25.25,25.00
98013;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.55,0.27,9.36,27.2,5.68,-1.97,0.54;11,-504,-521;25.00,25.25,25.25,25.00
100338;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.53,0.17,9.34,27.1,5.68,-1.97,0.42;10,-503,-519;25.25,25.25,25.25,25.00
102701;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.53,0.21,9.36,27.2,5.56,-1.91,0.54;8,-503,-517;25.00,25.25,25.25,25.00
105051;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.56,0.23,9.27,27.2,5.50,-1.85,0.48;10,-502,-520;25.00,25.25,25.25,25.00
107403;0:0:0,!,0.00000,0.00000,0.00;25.6,101618,-24;0.54,0.21,9.30,27.2,5.62,-1.91,0.42;11,-503,-515;25.25,25.25,25.25,25.00
109762;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.55,0.24,9.33,27.3,5.44,-1.68,0.60;9,-502,-516;25.00,25.25,25.25,25.00
112113;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.58,0.18,9.30,27.2,5.62,-1.91,0.60;9,-500,-519;25.25,25.25,25.25,25.00
114470;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.62,0.25,9.40,27.2,5.38,-2.03,0.42;12,-500,-519;25.25,25.25,25.25,25.00
116823;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.58,0.18,9.23,27.2,5.56,-1.91,0.48;13,-500,-521;25.25,25.25,25.25,25.00
119181;0:0:0,!,0.00000,0.00000,0.00;25.6,101618,-24;0.59,0.29,9.43,27.2,5.62,-2.03,0.54;11,-502,-521;25.25,25.25,25.25,25.25
121533;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.60,0.24,9.37,27.3,5.38,-1.97,0.48;9,-502,-517;25.00,25.25,25.25,25.00
123884;0:0:0,!,0.00000,0.00000,0.00;25.6,101621,-25;0.54,0.27,9.30,27.1,5.44,-2.09,0.54;11,-502,-517;25.25,25.25,25.25,25.25
126235;0:0:0,!,0.00000,0.00000,0.00;25.6,101618,-24;0.55,0.21,9.32,27.2,5.50,-1.79,0.48;10,-503,-517;25.25,25.25,25.25,25.25
128586;0:0:0,!,0.00000,0.00000,0.00;25.6,101640,-26;0.57,0.31,9.30,27.2,5.56,-2.09,0.54;13,-504,-520;25.25,25.25,25.25,25.00
130936;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.55,0.22,9.25,27.2,5.56,-1.85,0.42;9,-502,-519;25.25,25.25,25.25,25.00
133299;0:0:0,!,0.00000,0.00000,0.00;25.6,101633,-26;0.58,0.23,9.34,27.3,5.68,-1.68,0.42;12,-503,-518;25.25,25.25,25.25,25.25
135651;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.60,0.29,9.42,27.3,5.56,-1.79,0.36;12,-506,-519;25.25,25.25,25.25,25.00
138001;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.59,0.24,9.31,27.2,5.56,-1.91,0.48;10,-503,-517;25.00,25.25,25.25,25.00
140361;0:0:0,!,0.00000,0.00000,0.00;25.6,101636,-26;0.57,0.22,9.39,27.2,5.62,-1.68,0.48;10,-502,-519;25.25,25.25,25.25,25.00
142718;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.55,0.27,9.30,27.3,5.62,-1.91,0.60;14,-503,-520;25.00,25.25,25.25,25.00
145071;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.55,0.19,9.41,27.3,5.56,-1.97,0.48;12,-505,-515;25.25,25.25,25.25,25.00
147422;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.60,0.21,9.32,27.3,5.56,-1.97,0.78;12,-504,-517;25.00,25.25,25.25,25.00
149781;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.56,0.19,9.31,27.2,5.56,-1.85,0.48;10,-501,-519;25.25,25.25,25.25,25.00
152131;0:0:0,!,0.00000,0.00000,0.00;25.6,101627,-25;0.49,0.22,9.37,27.3,5.50,-2.03,0.42;12,-503,-518;25.25,25.25,25.25,25.00
154483;0:0:0,!,0.00000,0.00000,0.00;25.6,101643,-26;0.62,0.19,9.28,27.4,5.62,-1.91,0.36;10,-499,-516;25.00,25.25,25.25,25.00
156845;0:0:0,!,0.00000,0.00000,0.00;25.6,101627,-25;0.51,0.15,9.26,27.2,5.44,-2.03,0.54;11,-502,-519;25.25,25.25,25.25,25.00
159204;0:0:0,!,0.00000,0.00000,0.00;25.6,101618,-24;0.62,0.25,9.25,27.4,5.92,-1.74,0.42;10,-504,-515;25.25,25.25,25.25,25.00
161555;0:0:0,!,0.00000,0.00000,0.00;25.6,101627,-25;0.53,0.22,9.37,27.3,5.50,-2.09,0.36;11,-502,-518;25.25,25.25,25.25,25.00
163906;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.60,0.22,9.28,27.3,5.56,-1.79,0.48;;25.00,25.25,25.25,25.00
166255;0:0:0,!,0.00000,0.00000,0.00;25.6,101621,-25;0.61,0.22,9.39,27.3,5.38,-1.91,0.60;8,-501,-518;25.25,25.25,25.25,25.00
168653;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.59,0.28,9.31,27.3,5.56,-1.91,0.54;11,-506,-519;25.25,25.25,25.25,25.25
171003;0:0:0,!,0.00000,0.00000,0.00;25.6,101618,-24;0.58,0.22,9.29,27.3,5.56,-1.91,0.42;10,-505,-521;25.25,25.25,25.25,25.00
173356;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.55,0.23,9.26,27.3,5.62,-1.91,0.54;8,-503,-521;25.25,25.25,25.25,25.00
175718;0:0:0,!,0.00000,0.00000,0.00;25.6,101609,-24;0.64,0.22,9.40,27.4,5.44,-1.74,0.48;9,-502,-521;25.25,25.25,25.25,25.00
178076;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.57,0.25,9.36,27.3,5.50,-1.91,0.60;10,-502,-521;25.25,25.25,25.25,25.00
180427;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.58,0.27,9.36,27.3,5.50,-1.85,0.48;14,-506,-518;25.25,25.25,25.25,25.00
182778;0:0:0,!,0.00000,0.00000,0.00;25.6,101621,-25;0.60,0.23,9.30,27.3,5.44,-1.74,0.36;10,-501,-520;25.25,25.25,25.25,25.00
185129;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.55,0.24,9.37,27.4,5.56,-1.79,0.54;12,-502,-519;25.25,25.25,25.25,25.00
187489;0:0:0,!,0.00000,0.00000,0.00;25.6,101633,-26;0.55,0.21,9.38,27.3,5.68,-1.74,0.48;14,-502,-515;25.25,25.25,25.25,25.00
189840;0:0:0,!,0.00000,0.00000,0.00;;0.55,0.21,9.28,27.4,5.56,-2.03,0.54;12,-504,-516;25.25,25.25,25.25,25.00
192190;0:0:0,!,0.00000,0.00000,0.00;25.6,101618,-24;0.51,0.22,9.35,27.3,5.56,-1.85,0.66;9,-502,-517;25.25,25.25,25.25,25.00
194541;0:0:0,!,0.00000,0.00000,0.00;25.6,101621,-25;0.52,0.23,9.39,27.3,5.44,-1.85,0.48;11,-503,-518;25.00,25.25,25.25,25.25
196904;0:0:0,!,0.00000,0.00000,0.00;25.6,101618,-24;0.54,0.21,9.42,27.3,5.56,-1.68,0.48;13,-503,-515;25.00,25.25,25.25,25.00
199256;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.61,0.15,9.24,27.3,5.62,-1.97,0.30;8,-502,-516;25.25,25.25,25.25,25.25
201607;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.58,0.25,9.31,27.4,5.56,-1.79,0.54;10,-501,-520;25.25,25.25,25.25,25.00
203958;0:0:0,!,0.00000,0.00000,0.00;25.6,101633,-26;0.58,0.25,9.33,27.3,5.62,-1.74,0.54;12,-503,-520;25.25,25.25,25.25,25.00
206317;0:0:0,!,0.00000,0.00000,0.00;25.6,101621,-25;0.59,0.21,9.26,27.4,5.44,-2.03,0.42;9,-500,-518;25.25,25.25,25.25,25.25
208668;0:0:0,!,0.00000,0.00000,0.00;25.6,101618,-24;0.55,0.26,9.21,27.3,5.68,-1.97,0.48;11,-503,-519;25.25,25.25,25.25,25.25
211030;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.56,0.23,9.38,27.3,5.74,-1.85,0.54;11,-503,-517;25.25,25.25,25.25,25.00
213381;0:0:0,!,0.00000,0.00000,0.00;25.6,101618,-24;0.60,0.22,9.24,27.4,5.56,-1.74,0.60;12,-504,-519;25.25,25.25,25.25,25.25
215751;0:0:0,!,0.00000,0.00000,0.00;;0.55,0.24,9.36,27.4,5.80,-1.74,0.42;9,-502,-522;25.25,25.25,25.25,25.25
2929;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.61,0.28,9.32,27.4,5.74,-1.85,0.48;11,-502,-518;25.25,25.25,25.25,25.00
4660;0:0:0,!,0.00000,0.00000,0.00;25.6,101629,-25;0.63,0.21,9.39,27.4,5.56,-1.97,0.66;13,-505,-517;25.00,25.25,25.25,25.00
6385;0:0:0,!,0.00000,0.00000,0.00;25.6,101619,-24;0.61,0.20,9.30,27.4,5.56,-1.74,0.60;10,-502,-515;25.00,25.25,25.25,25.00
8110;0:0:0,!,0.00000,0.00000,0.00;;0.58,0.24,9.37,27.4,5.62,-1.97,0.60;10,-502,-517;25.25,25.25,25.25,25.25
9841;0:0:0,!,0.00000,0.00000,0.00;25.6,101622,-25;0.57,0.23,9.30,27.3,5.62,-1.97,0.60;10,-503,-518;25.25,25.25,25.25,25.25
11598;0:0:0,!,0.00000,0.00000,0.00;25.6,101622,-25;0.60,0.25,9.32,27.4,5.50,-1.97,0.54;12,-501,-513;25.25,25.25,25.25,25.00
13357;0:0:0,!,0.00000,0.00000,0.00;25.6,101626,-25;0.54,0.21,9.37,27.4,5.44,-1.97,0.54;10,-505,-520;25.25,25.25,25.25,25.25
15116;0:0:0,!,0.00000,0.00000,0.00;25.6,101618,-24;0.62,0.17,9.27,27.4,5.56,-1.74,0.60;10,-502,-517;25.25,25.25,25.25,25.00
16882;0:0:0,!,0.00000,0.00000,0.00;25.6,101629,-25;0.56,0.25,9.32,27.4,5.50,-1.97,0.48;10,-502,-517;25.25,25.25,25.25,25.25
18640;0:0:0,!,0.00000,0.00000,0.00;25.6,101625,-25;0.57,0.23,9.32,27.3,5.50,-1.97,0.48;12,-506,-518;25.25,25.25,25.25,25.25
20400;0:0:0,!,0.00000,0.00000,0.00;25.6,101622,-25;0.60,0.24,9.26,27.3,5.50,-1.91,0.48;12,-505,-517;25.25,25.25,25.25,25.25
22158;0:0:0,!,0.00000,0.00000,0.00;25.6,101629,-25;0.59,0.24,9.30,27.4,5.50,-1.85,0.48;12,-504,-515;25.25,25.25,25.25,25.25
23924;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.59,0.23,9.34,27.5,5.62,-1.97,0.54;10,-501,-517;25.25,25.25,25.25,25.25
25690;0:0:0,!,0.00000,0.00000,0.00;25.6,101625,-25;0.58,0.18,9.44,27.4,5.56,-1.79,0.42;8,-501,-517;25.25,25.25,25.25,25.25
27449;0:0:0,!,0.00000,0.00000,0.00;25.6,101629,-25;0.57,0.23,9.32,27.4,5.44,-1.91,0.30;12,-501,-519;25.25,25.25,25.25,25.25
29207;0:0:0,!,0.00000,0.00000,0.00;25.6,101629,-25;0.57,0.21,9.30,27.3,5.62,-1.79,0.60;13,-504,-521;25.25,25.25,25.25,25.25
30973;0:0:0,!,0.00000,0.00000,0.00;25.6,101627,-25;0.60,0.25,9.33,27.3,5.44,-1.79,0.24;12,-507,-515;25.25,25.25,25.25,25.25
32732;0:0:0,!,0.00000,0.00000,0.00;25.6,101636,-26;0.57,0.19,9.35,27.4,5.50,-1.97,0.60;10,-504,-515;25.25,25.25,25.25,25.25
34490;0:0:0,!,0.00000,0.00000,0.00;25.6,101632,-26;0.62,0.24,9.32,27.4,5.56,-1.97,0.42;11,-503,-515;25.25,25.25,25.25,25.25
36259;0:0:0,!,0.00000,0.00000,0.00;23.2,101627,-25;0.51,0.25,9.33,27.3,5.50,-1.91,0.54;13,-506,-517;25.25,25.25,25.25,25.25
38036;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.51,0.19,9.33,27.4,5.74,-1.85,0.60;9,-502,-520;25.25,25.25,25.25,25.25
39795;0:0:0,!,0.00000,0.00000,0.00;25.6,101641,-26;0.53,0.21,9.31,27.4,5.56,-1.74,0.48;8,-501,-518;25.25,25.25,25.25,25.25
41553;0:0:0,!,0.00000,0.00000,0.00;25.6,101627,-25;0.58,0.22,9.36,27.4,5.56,-1.91,0.54;8,-500,-515;25.25,25.25,25.25,25.25
2919;0:0:0,!,0.00000,0.00000,0.00;25.6,101622,-25;0.56,0.24,9.42,27.4,5.68,-1.91,0.60;12,-503,-518;25.25,25.25,25.25,25.25
4655;0:0:0,!,0.00000,0.00000,0.00;25.6,101633,-26;0.63,0.19,9.27,27.4,5.62,-1.91,0.36;13,-502,-520;25.25,25.25,25.25,25.25
6378;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.55,0.18,9.34,27.4,5.50,-1.91,0.42;9,-502,-518;25.25,25.25,25.25,25.25
8101;0:0:0,!,0.00000,0.00000,0.00;25.6,101633,-26;0.62,0.25,9.28,27.4,5.50,-1.79,0.48;14,-503,-517;25.25,25.25,25.25,25.25
9827;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.55,0.22,9.34,27.3,5.62,-1.97,0.54;12,-503,-520;25.25,25.25,25.25,25.25
11593;0:0:0,!,0.00000,0.00000,0.00;25.6,101627,-25;0.55,0.24,9.39,27.4,5.56,-1.85,0.54;10,-503,-520;25.25,25.25,25.25,25.25
13351;0:0:0,!,0.00000,0.00000,0.00;25.6,101629,-25;0.65,0.21,9.36,27.4,5.74,-1.97,0.48;8,-502,-518;25.25,25.25,25.25,25.25
15110;0:0:0,!,0.00000,0.00000,0.00;25.6,101632,-26;0.55,0.22,9.35,27.4,5.56,-1.79,0.48;10,-503,-520;25.25,25.25,25.25,25.25
16869;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.56,0.28,9.39,27.3,5.62,-1.97,0.66;11,-502,-522;25.25,25.25,25.25,25.25
18635;0:0:0,!,0.00000,0.00000,0.00;25.6,101629,-25;0.56,0.24,9.26,27.3,5.62,-1.79,0.48;10,-503,-519;25.25,25.25,25.25,25.25
20393;0:0:0,!,0.00000,0.00000,0.00;25.6,101627,-25;0.52,0.21,9.29,27.4,5.62,-1.97,0.54;10,-501,-521;25.25,25.25,25.25,25.25
22153;0:0:0,!,0.00000,0.00000,0.00;25.6,101629,-25;0.60,0.29,9.45,27.3,5.38,-1.91,0.42;12,-500,-516;25.25,25.25,25.25,25.25
23911;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.55,0.21,9.35,27.4,5.74,-1.85,0.54;10,-503,-519;25.25,25.25,25.25,25.25
25676;0:0:0,!,0.00000,0.00000,0.00;25.6,101619,-24;0.57,0.20,9.37,27.4,5.62,-1.85,0.36;13,-504,-520;25.25,25.25,25.25,25.25
27452;0:0:0,!,0.00000,0.00000,0.00;25.6,101626,-25;0.61,0.22,9.34,27.4,5.44,-1.91,0.24;13,-504,-521;25.25,25.25,25.25,25.25
29210;0:0:0,!,0.00000,0.00000,0.00;25.6,101629,-25;0.62,0.22,9.40,27.4,5.74,-1.85,0.48;9,-502,-517;25.25,25.25,25.25,25.25
30968;0:0:0,!,0.00000,0.00000,0.00;25.6,101627,-25;0.52,0.22,9.40,27.5,5.62,-1.74,0.42;8,-503,-521;25.25,25.25,25.25,25.25
32728;0:0:0,!,0.00000,0.00000,0.00;25.6,101624,-25;0.56,0.19,9.35,27.5,5.62,-1.85,0.42;10,-502,-519;25.25,25.25,25.25,25.25
34495;0:0:0,!,0.00000,0.00000,0.00;25.6,101627,-25;;10,-501,-520;25.25,25.25,25.25,25.25
36246;0:0:0,!,0.00000,0.00000,0.00;25.6,101627,-25;0.58,0.20,9.24,27.5,5.68,-1.97,0.48;13,-504,-517;25.25,25.25,25.25,25.25
38017;0:0:0,!,0.00000,0.00000,0.00;25.6,101626,-25;0.60,0.22,9.30,27.4,5.74,-1.97,0.48;10,-503,-521;25.25,25.25,25.25,25.25
39776;0:0:0,!,0.00000,0.00000,0.00;25.7,101629,-25;0.60,0.21,9.37,27.4,5.62,-1.79,0.42;10,-503,-519;25.25,25.25,25.25,25.25
41577;0:0:0,!,0.00000,0.00000,0.00;25.6,101621,-25;0.56,0.20,9.35,27.4,5.50,-1.85,0.36;11,-502,-517;25.25,25.25,25.25,25.25
43335;0:0:0,!,0.00000,0.00000,0.00;25.7,101632,-26;0.59,0.24,9.33,27.4,5.80,-1.79,0.48;13,-503,-520;25.25,25.25,25.25,25.25
45094;0:0:0,!,0.00000,0.00000,0.00;25.6,101629,-25;0.64,0.25,9.31,27.5,5.50,-1.91,0.48;12,-502,-519;25.25,25.25,25.25,25.25
46860;0:0:0,!,0.00000,0.00000,0.00;25.6,101633,-26;0.57,0.23,9.36,27.5,5.74,-1.85,0.48;8,-497,-519;25.25,25.25,25.25,25.25
48623;0:0:0,!,0.00000,0.00000,0.00;25.6,101630,-25;0.60,0.15,9.33,27.5,5.62,-1.79,0.54;10,-501,-520;25.25,25.25,25.25,25.25
50382;0:0:0,!,0.00000,0.00000,0.00;25.7,101629,-25;0.54,0.21,9.34,27.4,5.68,-1.91,0.60;9,-502,-520;25.25,25.25,25.25,25.25
